ingredient_id,ingredient_name,norm_name,matched_product,match_score,unit,category
518,Unsweetened Oat Beverage,oat beverage,oat beverage,0.773008,,For the Pantry
519,TJ’s Avocado Spray Oil,avocado spray oil,Avocado Spray Oil,0.9999997,5 Oz,For the Pantry
520,"TJ’s Rice (Brown or White), to serve",rice,rice,0.7749239,,From the Freezer
521,"TJ’s Shredded Green Cabbage or Cut Napa Cabbage, to serve",green cabbage or cut napa cabbage,green cabbage or cut napa cabbage,0.59607816,,Fresh Prepared Foods
522,"TJ’s Green Onions, thinly sliced",green onions,Green Onions,0.9999999,6 Oz,Fresh Fruits & Veggies
523,"Joe's Organic Tricolor Quinoa, dry",tricolor quinoa,Organic Tricolor Quinoa,0.99999994,16 Oz,For the Pantry
524,TJ's Cowboy Caviar Salsa,cowboy caviar salsa,Cowboy Caviar Salsa,1.0000006,13 Oz,"Dips, Sauces & Dressings"
525,TJ's Organic Diced & Fire Roasted Tomatoes,diced & fire tomatoes,Organic Diced & Fire Roasted Tomatoes with Green Chiles,0.81650317,14.5 Oz,For the Pantry
526,"TJ's Mexican Blend Shredded Cheese, divided",mexican blend shredded cheese,Finely Shredded Mexican Style Cheese Blend,0.97073853,12 Oz,Cheese
527,"Organic Extra Virgin Olive Oil Spray, to grease pan",extra virgin olive oil spray,"Extra Virgin Olive Oil, Liter",0.8772968,33.8 Fl Oz,For the Pantry
528,"TJ’s Avocado, pitted, peeled, and chopped",avocado,Organic Avocados 4 count,0.90684146,1 Each,Fresh Fruits & Veggies
529,"TJ’s Cilantro, for garnish",cilantro,cilantro,0.63472193,,"Dips, Sauces & Dressings"
530,"TJ's Sour Cream, to serve",sour cream,Sour Cream,1.0,16 Oz,Dairy & Eggs
531,"TJ’s Salted Butter, melted (see pro-tip)",butter,butter,0.6917407,,Dairy & Eggs
532,TJ’s Brownie Truffle Baking Mix,brownie truffle baking mix,Brownie Truffle Baking Mix,0.99999946,16 Oz,For the Pantry
533,TJ’s 100% Colombian Instant Coffee granules,colombian instant coffee granules,colombian instant coffee granules,0.63810533,,For the Pantry
534,TJ’s Heavy Whipping Cream,heavy whipping cream,Organic Heavy Whipping Cream,0.9999997,16 Fl Oz,Dairy & Eggs
535,TJ’s Mascarpone,mascarpone,Mascarpone,1.0000002,8 Oz,Cheese
536,TJ’s Bourbon Vanilla Bean Paste,bourbon vanilla bean paste,Bourbon Vanilla Bean Paste,1.0000001,4 Oz,For the Pantry
537,TJ’s Organic Couscous,couscous,Organic Couscous,1.0,12 Oz,For the Pantry
538,"TJ’s Sea Salt, plus more to taste",sea salt,sea salt,0.71811146,,For the Pantry
539,TJ’s Greek Chickpeas with Parsley & Cumin,greek chickpeas with parsley & cumin,Greek Chickpeas with Cumin and Parsley,0.9863875,9.88 Oz,For the Pantry
540,"TJ’s Kalamata Olives, sliced",kalamata olives,kalamata olives,0.77839965,,For the Pantry
541,"TJ’s Mini Pearl Grape Tomatoes, sliced",mini pearl grape tomatoes,mini pearl grape tomatoes,0.65967685,,Fresh Fruits & Veggies
542,"TJ’s Persian Cucumbers, sliced",persian cucumbers,Organic Persian Cucumbers,1.0000004,16 Oz,Fresh Fruits & Veggies
543,TJ’s Fresh Parsley,parsley,parsley,0.7944728,,Snacks & Sweets
544,"TJ’s Fresh Rosemary, divided",rosemary,rosemary,0.7827435,,Snacks & Sweets
545,TJ’s Gin,gin,gin,0.46609533,,Snacks & Sweets
546,TJ’s Organic 100% Sicilian Lemon Juice,sicilian lemon juice,Organic 100% Sicilian Lemon Juice,1.0,8.45 Fl Oz,"Dips, Sauces & Dressings"
547,TJ’s Italian Sparkling Mineral Water,italian sparkling mineral water,italian sparkling mineral water,0.3999754,,For the Pantry
548,"TJ’s Red Onion, sliced",red onion,red onion,0.7874812,,Fresh Fruits & Veggies
549,"TJ’s Garlic, minced",garlic,garlic,0.7989737,,Snacks & Sweets
550,"TJ’s Organic Sugar Plum Tomatoes, divided",sugar plum tomatoes,sugar plum tomatoes,0.6976994,,Fresh Fruits & Veggies
551,TJ’s Baby Spinach,baby spinach,Organic Baby Spinach,1.0000002,6 Oz,Fresh Fruits & Veggies
552,"TJ’s Fresh Chives, Basil, Dill, & Parsley, divided",chives,chives,0.4994098,,"Dips, Sauces & Dressings"
553,TJ’s Ground Black Pepper,ground black pepper,Organic Ground Black Pepper,1.0000002,2 Oz,For the Pantry
554,"TJ’s Feta Cheese, crumbled and divided",feta cheese,Feta Cheese,0.9999994,8 Oz,Cheese
555,TJ’s Buttermilk Pancake & Baking Mix,buttermilk pancake & baking mix,buttermilk pancake & baking mix,0.55059904,,From the Freezer
556,"TJ’s Whole Milk, plus 2 teaspoons for the frosting",whole milk,whole milk,0.6537094,,Dairy & Eggs
557,TJ’s Canola Oil,canola oil,Organic Canola Oil Spray,0.84832,4.73 Oz,For the Pantry
558,"TJ’s Single Serve Matcha Green Tea Packets, divided",single serve matcha green tea,single serve matcha green tea,0.49901164,,Snacks & Sweets
559,TJ’s Organic Powdered Sugar,sugar,sugar,0.7775899,,For the Pantry
560,TJ’s Sliced Prosciutto,sliced prosciutto,Sliced Prosciutto,1.0000004,4 Oz,"Meat, Seafood & Plant-Based"
561,TJ’s Sliced Sourdough Bread,sliced sourdough bread,Sliced Apple Cinnamon Sourdough Bread,0.82050395,17.63 Oz,Bakery
562,TJ’s New Zealand Organic Sliced Cheddar Cheese,new zealand sliced cheddar cheese,Sliced New Zealand Organic Cheddar,0.9548373,8 Oz,Cheese
563,TJ’s Rosemary,rosemary,rosemary,0.7827435,,Snacks & Sweets
564,"TJ’s Glaze, for drizzling",glaze,Glaze,1.0000005,8.45 Fl Oz,"Dips, Sauces & Dressings"
565,TJ's Rigatoni Pasta,rigatoni pasta,Organic Square Rigatoni Pasta,0.855315,1 Lb,For the Pantry
566,"TJ's Garlic, minced",garlic,garlic,0.7989737,,Snacks & Sweets
567,"TJ’s Lemon, divided",lemon,lemon,0.771699,,For the Pantry
568,TJ's Organic Tomato Paste,tomato paste,Organic Tomato Paste,1.0,6 Oz,For the Pantry
569,TJ's Italian Bomba Hot Pepper Sauce,italian bomba hot pepper sauce,Italian Bomba Hot Pepper Sauce,1.0000001,6.7 Oz,"Dips, Sauces & Dressings"
570,"TJ’s Shaved Parmesan Romano & Asiago Cheeses, to serve",parmesan romano & asiago cheeses,parmesan romano & asiago cheeses,0.7540124,,Cheese
571,"TJ’s Basil, to garnish",basil,basil,0.6020451,,Fresh Prepared Foods
572,"TJ’s Sea Scallops (limited), thawed according to package ‘quick thaw’ instruction",sea scallops,sea scallops,0.66495174,,From the Freezer
573,"TJ’s Sea Salt, to season",sea salt,sea salt,0.71811146,,For the Pantry
574,"TJ’s Clarified Butter (Ghee), divided",clarified butter,clarified butter,0.6720988,,For the Pantry
575,"TJ’s Lemon, sliced into rounds",lemon,lemon,0.771699,,For the Pantry
576,TJ’s Organic Hummus,hummus,Organic Hummus,1.0000001,8 Oz,"Dips, Sauces & Dressings"
577,TJ’s Plain Greek Yogurt,plain greek yogurt,Greek Whole Milk Yogurt Plain,0.92905056,16 Oz,Dairy & Eggs
578,TJ’s Traditional Tunisian Harissa,tunisian harissa,tunisian harissa,0.46860266,,From the Freezer
579,"TJ’s Tomatoes, sliced into rounds",tomatoes,Teeny Tiny Tomatoes,1.0000002,3.53 Oz,Fresh Fruits & Veggies
580,"TJ’s Feta Cheese, crumbled",feta cheese,Feta Cheese,0.9999994,8 Oz,Cheese
581,"TJ’s Parsley, finely chopped",parsley,parsley,0.7944728,,Snacks & Sweets
582,"TJ’s Pita Bread, for dipping",pita bread,pita bread,0.71357346,,Bakery
583,TJ’s Spicy Honey Sauce,spicy honey sauce,Spicy Honey Sauce,0.99999994,12 Oz,For the Pantry
584,"TJ’s Crackers, or slices of your favorite TJ’s Apple, to serve",crackers,crackers,0.7896167,,Snacks & Sweets
585,"Water, for double boiler",water,water,0.4325205,,Fresh Prepared Foods
586,"TJ’s Oat Chocolate Bars, broken into smaller pieces, reserving 2 squares for garnish",oat chocolate bars,Oat Chocolate Bars,1.0000002,2.65 Oz,Snacks & Sweets
587,TJ’s Vegan Heavy Whipping Cream Alternative,vegan heavy whipping cream alternative,vegan heavy whipping cream alternative,0.754964,,Dairy & Eggs
588,TJ’s Part Skim Ricotta Cheese,part skim ricotta cheese,Part Skim Ricotta Cheese,1.0000001,16 Oz,Cheese
589,"TJ’s Meyer Lemons (seasonal), divided",meyer lemons,meyer lemons,0.69281274,,Snacks & Sweets
590,"TJ’s Powdered Sugar, plus more for dusting",sugar,sugar,0.7775899,,For the Pantry
591,TJ’s Egg Wraps,egg wraps,Egg Wraps,1.0000001,4.44 Oz,Fresh Prepared Foods
592,"TJ’s Honey, for drizzling",honey,honey,0.64017487,,For the Pantry
593,TJ’s All Natural Shaved Beef Steak,shaved beef steak,All Natural Shaved Beef Steak,1.0000001,1 Lb,"Meat, Seafood & Plant-Based"
594,"TJ’s Sea Salt, plus more for seasoning Shaved Beef",sea salt,sea salt,0.71811146,,For the Pantry
595,"TJ's Milk, divided",milk,milk,0.7585927,,For the Pantry
596,TJ’s Dijon Mustard,dijon mustard,Dijon Mustard,0.9999997,13 Oz,"Dips, Sauces & Dressings"
597,TJ’s Cheddar Gruyère Mélange Cheese,cheddar gruyère mélange cheese,Cheddar & Gruyere Mèlange Cheese,0.9541527,1 Lb,Cheese
598,"TJ’s Brioche Buns, toasted",brioche buns,Brioche Buns,1.0000002,9.45 Oz,Bakery
599,TJ’s Very Cherry Berry Blend,cherry berry blend,cherry berry blend,0.6308786,,From the Freezer
600,TJ’s Black Cherry Vanilla Sparkling Water,black cherry vanilla sparkling water,black cherry vanilla sparkling water,0.55192286,,For the Pantry
601,TJ’s Grated Parmesan Cheese,parmesan cheese,Grated Parmesan Cheese,1.0,8 Oz,Cheese
602,"TJ’s Focaccia Bread with Roasted Tomato & Parmesan, toasted, for dipping",focaccia bread with roasted tomato & parmesan,Focaccia Bread with Roasted Tomato & Parmesan,1.0000002,14 Oz,Bakery
603,"TJ’s Colossal Garlic-Stuffed Olives, drained",colossal garlic-stuffed olives,Colossal Olives Stuffed with Garlic Cloves,0.8316175,16 Fl Oz,For the Pantry
604,"TJ’s Unsalted Butter, at room temperature",butter,butter,0.6917407,,Dairy & Eggs
605,TJ’s Cheddar Cheese with Caramelized Onions,cheddar cheese with caramelized onions,Cheddar Cheese with Caramelized Onions,1.0000002,1 Lb,Cheese
606,TJ’s Unbleached Enriched All-Purpose Flour,all-purpose flour,Unbleached Enriched All-Purpose Flour,0.9999998,5 Lb,For the Pantry
607,"TJ’s Smoked Paprika, plus more for garnish",paprika,Smoked Paprika,0.99999994,2.6 Oz,For the Pantry
608,TJ’s Fresh Thyme (plus a few sprigs for garnish) and 1 teaspoon TJ’s Organic Ground Black Pepper,thyme and teaspoon ground black pepper,thyme and teaspoon ground black pepper,0.6809669,,For the Pantry
609,TJ’s Pretzel Slims,pretzel slims,Pretzel Slims,0.9999998,8 Oz,Snacks & Sweets
610,TJ’s Uncured Pastrami,pastrami,Uncured Pastrami,1.0000005,8 Oz,"Meat, Seafood & Plant-Based"
611,TJ’s Shredded Swiss & Gruyere Cheese Blend,shredded swiss & gruyere cheese blend,shredded swiss & gruyere cheese blend,0.7081168,,Cheese
612,TJ’s Sauerkraut,sauerkraut,sauerkraut,0.68206185,,Fresh Prepared Foods
613,"TJ’s Magnifisauce, for drizzling",magnifisauce,Magnifisauce!,0.930317,9.5 Oz,"Dips, Sauces & Dressings"
614,TJ’s Corn Tortilla,corn tortilla,Corn & Wheat Tortillas,0.88128614,10 Oz,Bakery
615,"TJ’s Beef Birria, prepared according to package instructions",beef birria,Beef Birria,0.99999994,16 Oz,From the Freezer
616,TJ’s Shredded Mozzarella,mozzarella,All Natural Fresh Mozzarella Cheese,0.93539906,0.5 Lb,Cheese
617,"TJ’s White Onion, chopped",white onion,white onion,0.76117194,,Fresh Fruits & Veggies
618,"TJ’s Cilantro Bunch, chopped",cilantro bunch,cilantro bunch,0.51681626,,"Dips, Sauces & Dressings"
619,TJ’s Organic Coconut Aminos Seasoning Sauce,coconut aminos seasoning sauce,Organic Coconut Aminos Seasoning Sauce,0.99999994,8.5 Fl Oz,"Dips, Sauces & Dressings"
620,"TJ’s Garlic, peeled and finely minced",garlic,garlic,0.7989737,,Snacks & Sweets
621,"TJs Fresh Dill, divided (reserve a few fronds for garnish)",tjs dill,tjs dill,0.46792668,,Fresh Prepared Foods
622,"TJ’s Boneless Skinless Fresh Atlantic Salmon Fillet, cut into 4 portions",boneless skinless atlantic salmon fillet,Fresh Atlantic Salmon Boneless Skinless Fillet,0.9900869,1 Lb,"Meat, Seafood & Plant-Based"
623,TJ’s Organic Persian Cucumbers,persian cucumbers,Organic Persian Cucumbers,1.0000006,16 Oz,Fresh Fruits & Veggies
624,TJ’s Organic Apple Cider Vinegar,apple cider vinegar,Organic Raw Apple Cider Vinegar,1.0000001,16.9 Fl Oz,For the Pantry
625,"TJ’s Red Onion, very thinly sliced",red onion,red onion,0.7874812,,Fresh Fruits & Veggies
626,"TJ’s Unsalted Butter, cut into small cubes",butter,butter,0.6917407,,Dairy & Eggs
627,"TJ’s Frozen Brown or Jasmine Rice, cooked according to package directions",frozen brown or jasmine rice,frozen brown or jasmine rice,0.67457575,,For the Pantry
628,Ice cubes (for shaking),ice cubes,ice cubes,0.5648104,,From the Freezer
629,"TJ's vodka, chilled",vodka,vodka,0.50513214,,Fresh Prepared Foods
630,TJ's Blue Cheese Stuffed Chalkidiki Olives,blue cheese stuffed chalkidiki olives,blue cheese stuffed chalkidiki olives,0.6671565,,For the Pantry
631,Wooden pick for skewering olives (optional),wooden pick olives,wooden pick olives,0.6750546,,For the Pantry
632,TJ’s Coconut Aminos,coconut aminos,coconut aminos,0.7425799,,"Dips, Sauces & Dressings"
633,TJ’s Crunchy Chili Onion,crunchy chili onion,Crunchy Chili Onion,1.0000001,6 Oz,"Dips, Sauces & Dressings"
634,TJ’s Garlic,garlic,garlic,0.7989737,,Snacks & Sweets
635,TJ’s Ginger,ginger,ginger,0.7044769,,For the Pantry
636,TJ’s Agave,agave,agave,0.47720328,,Fresh Fruits & Veggies
637,"TJ’s Organic Baguette, sliced",baguette,Organic French Baguette,0.96621454,11.5 Oz,Bakery
638,TJ’s Prosciutto,prosciutto,Sliced Prosciutto,0.85648507,4 Oz,"Meat, Seafood & Plant-Based"
639,"TJ’s Chevre Fine Herbs Goat Cheese, sliced into rounds",chevre fine herbs goat cheese,Chevre Goat Cheese,0.8576603,5 Oz,Cheese
640,"TJ’s Figs or TJ’s Organic Turkish Dried Figs, sliced in half",figs or dried figs,figs or dried figs,0.78386647,,Fresh Fruits & Veggies
641,"TJ’s Sage, leaves removed",sage,sage,0.35191008,,Fresh Fruits & Veggies
642,TJ’s Organic Medjool Dates,medjool dates,Organic Pitted Medjool Dates,0.9999999,12 Oz,Fresh Fruits & Veggies
643,TJ’s Dolce Creamy Gorgonzola Style Cheese or TJ’s Cambozola Blue Cheese,dolce creamy gorgonzola style cheese or cambozola blue cheese,dolce creamy gorgonzola style cheese or cambozola blue cheese,0.6664851,,Cheese
644,"TJ’s Puff Pastry (two sheets), thawed according to package instructions",puff pastry,All Butter Puff Pastry Sheets,0.8040926,18.3 Oz,From the Freezer
645,TJ’s Cranberry Chevre Goat Cheese,cranberry chevre goat cheese,Cranberry Chèvre Goat Cheese,1.0,8 Oz,Cheese
646,"TJ’s Thyme, to garnish",thyme,thyme,0.41725332,,"Dips, Sauces & Dressings"
647,TJ’s Salmon Fillet (about 1 pound),salmon fillet,Fresh Atlantic Salmon Boneless Fillet,0.84848726,1 Lb,"Meat, Seafood & Plant-Based"
648,TJ’s Salmon Rub Seasoning Blend,salmon rub seasoning blend,Salmon Rub Seasoning Blend,0.99999976,2.6 Oz,For the Pantry
649,TJ’s Rice Orzo Pilaf Mix,rice orzo pilaf mix,rice orzo pilaf mix,0.5987418,,For the Pantry
650,TJ’s Salted Butter Quarters,butter quarters,"Butter Quarters, Unsalted",0.99999964,16 Oz,Dairy & Eggs
651,"TJ’s Yellow Onion, chopped",yellow onion,yellow onion,0.77872646,,Fresh Fruits & Veggies
652,"TJ’s Sweet Potato, chopped",sweet potato,Sweet Potato,0.9999999,1 Each,Fresh Fruits & Veggies
653,"TJ’s Kale, chopped",kale,Organic Shredded Kale,1.0000001,10 Oz,Fresh Fruits & Veggies
654,TJ’s Raw Pecans Halves,pecans halves,pecans halves,0.72534347,,Snacks & Sweets
655,TJ’s Organic Hearty Vegetable Broth,hearty vegetable broth,Organic Hearty Vegetable Broth,0.99999994,32 Fl Oz,For the Pantry
656,TJ’s Unsalted Butter Quarters,butter quarters,"Butter Quarters, Unsalted",0.99999964,16 Oz,Dairy & Eggs
657,TJ’s Orzo,orzo,orzo,0.7382073,,For the Pantry
658,TJ’s Cacio e Pepe Pasta Sauce,cacio e pepe pasta sauce,Cacio E Pepe Pasta Sauce,0.9999998,14.5 Oz,"Dips, Sauces & Dressings"
659,"TJ’s Gluten Free Tagliatelle Pasta, cooked according to package instructions, reserving one cup of pasta water",gluten free tagliatelle pasta,Gluten Free Tagliatelle Pasta,1.0000005,8.8 Oz,For the Pantry
660,"TJ’s Wild Uncooked Argentinian Shrimp, thawed and patted dry",wild uncooked argentinian shrimp,wild uncooked argentinian shrimp,0.79624873,,"Meat, Seafood & Plant-Based"
661,TJ’s Red Pepper Flakes,red pepper flakes,red pepper flakes,0.6541002,,For the Pantry
662,TJ’s White Wine,white wine,white wine,0.60651207,,For the Pantry
663,TJ’s Roasted Garlic Marinara Sauce,garlic marinara sauce,Roasted Garlic Marinara Sauce,1.0000001,24 Oz,"Dips, Sauces & Dressings"
664,TJ’s Organic Chicken Nuggets,chicken nuggets,Organic Chicken Nuggets,1.0000004,12 Oz,"Meat, Seafood & Plant-Based"
665,TJ’s refrigerated ravioli,ravioli,4 Cheese Ravioli,0.8776432,10 Oz,Fresh Prepared Foods
666,TJ’s Fresh Mozzarella Cheese Log,mozzarella cheese log,Fresh Mozzarella Cheese Log,1.0000002,16 Oz,Cheese
667,"TJ’s Raw Uncooked Argentinian Red Shrimp, thawed according to package instructions and patted dry",argentinian red shrimp,Wild Raw Argentinian Red Shrimp,1.0000002,1 Lb,"Meat, Seafood & Plant-Based"
668,"TJ’s Gluten Free Egg Fettucine Pasta, cooked according to package instructions",gluten free egg fettucine pasta,Gluten Free Egg Fettuccine Pasta,0.9576369,9 Oz,Fresh Prepared Foods
669,TJ’s Organic White Quinoa,white quinoa,Organic White Quinoa,0.99999976,16 Oz,For the Pantry
670,TJ’s Organic Coconut Milk,coconut milk,Organic Coconut Milk,0.9999995,13.5 Fl Oz,For the Pantry
671,"TJ’s Lime, plus half a lime reserved",lime,lime,0.5596529,,Snacks & Sweets
672,TJ’s Organic Plain Cream Cheese Spread,plain cream cheese spread,Organic Plain Cream Cheese Spread,0.99999976,8 Oz,Cheese
673,"TJ’s Olive and Herbs Mixed Nuts, finely chopped",and herbs mixed nuts,and herbs mixed nuts,0.75827205,,Snacks & Sweets
674,"TJ’s Celery, chopped into 3-inch pieces for dipping",celery,celery,0.4353468,,From the Freezer
675,"TJ’s Fig & Olive Crisps, for dipping",fig & olive crisps,Fig & Olive Crisps,0.99999994,5.3 Oz,Snacks & Sweets
676,"TJ’s Unsalted Butter, melted and cooled (plus additional butter to grease the pan)",butter,butter,0.6917406,,Dairy & Eggs
677,TJ’s Pumpkin Bread & Muffin Mix,pumpkin bread & muffin mix,Pumpkin Bread & Muffin Mix,0.9999997,17.5 Oz,For the Pantry
678,TJ’s Pure Bourbon Vanilla Extract,pure bourbon vanilla extract,Organic Pure Bourbon Vanilla Extract,1.0000002,4 Fl Oz,For the Pantry
679,TJ’s Pumpkin Pie Spice (optional),pumpkin pie spice,Pumpkin Pie Spice,1.0,1.8 Oz,For the Pantry
680,TJ’s Mini Maple Flavored Marshmallows,mini maple flavored marshmallows,Mini Maple Flavored Marshmallows,0.99999976,6 Oz,For the Pantry
681,TJ’s Movie Theater Popcorn,movie theater popcorn,movie theater popcorn,0.7247172,,Snacks & Sweets
682,"TJ’s Gala Apples, thinly sliced",gala apples,gala apples,0.5918649,,Fresh Fruits & Veggies
683,TJ’s Creamy Salted Peanut Butter,creamy salted peanut butter,Creamy Salted Peanut Butter,1.0000001,16 Oz,For the Pantry
684,"TJ’s 3 pack Dark Chocolate (or 1/4 cup of your favorite TJ’s chocolate), chopped",dark chocolate,Pound Plus 72% Cacao Dark Chocolate,0.8193303,17.6 Oz,Snacks & Sweets
685,TJ’s Sourdough Sliced Bread,sourdough sliced bread,Sliced Apple Cinnamon Sourdough Bread,0.80215347,17.63 Oz,Bakery
686,TJ’s Ranch Seasoning,ranch,Organic Ranch Dressing,1.0,16 Fl Oz,"Dips, Sauces & Dressings"
687,"TJ’s Romaine Hearts, cut in half lengthwise",romaine hearts,Romaine Hearts,1.0,18 Oz,Fresh Fruits & Veggies
688,"TJ’s Uncured Apple Smoked Bacon, cooked according to package instructions, then roughly chopped",apple smoked bacon,Uncured Apple Smoked Bacon,0.9999996,12 Oz,"Meat, Seafood & Plant-Based"
689,"TJ’s Mini Heirloom Tomatoes, sliced in half",mini heirloom tomatoes,mini heirloom tomatoes,0.6815836,,Fresh Fruits & Veggies
690,"TJ’s Buttermilk Ranch Dressing, to serve",buttermilk ranch dressing,Buttermilk Ranch Dressing,1.0,11 Fl Oz,"Dips, Sauces & Dressings"
691,Skewers,skewers,skewers,0.3955486,,Snacks & Sweets
692,TJ’s Watermelon,watermelon,watermelon,0.6058181,,Snacks & Sweets
693,TJ’s Cantaloupe,cantaloupe,Cantaloupe,0.9999998,1 Each,Fresh Fruits & Veggies
694,"TJ’s Oil, for grill grates",oil,oil,0.6331056,,For the Pantry
695,"TJ’s Chile Lime Seasoning Blend, to taste",chile lime seasoning blend,Chile Lime Seasoning Blend,0.99999994,2.9 Oz,For the Pantry
696,"TJ’s Garlic Spread Dip, plus more for dipping",garlic spread dip,Garlic Spread Dip,0.99999994,8 Oz,"Dips, Sauces & Dressings"
697,"TJ’s Grilled Pitted Green Olives, plus 3 tablespoons of oil, divided",green olives,Grilled Pitted Green Olives,1.0,11.64 Oz,For the Pantry
698,"TJ’s Zucchini, sliced into half-moons",zucchini,zucchini,0.7347751,,For the Pantry
699,"TJ’s Organic Baby Spinach, roughly chopped",baby spinach,Organic Baby Spinach,0.99999994,6 Oz,Fresh Fruits & Veggies
700,"TJ’s Rice Medley, cooked according to package instructions",rice medley,rice medley,0.68758374,,Fresh Fruits & Veggies
701,TJ’s Chocolate Vanilla Creme Joe-Joe's Sandwich Cookies,chocolate vanilla creme joe- sandwich cookies,chocolate vanilla creme joe- sandwich cookies,0.79503417,,Snacks & Sweets
702,"TJ’s Organic Pure Bourbon Vanilla Extract, divided",pure bourbon vanilla extract,Organic Pure Bourbon Vanilla Extract,1.0000002,4 Fl Oz,For the Pantry
703,"TJ’s Cream Cheese, at room temperature",cream cheese,Cream Cheese,1.0000001,8 Oz,Cheese
704,"TJ’s Unsalted Butter, softened at room temperature",butter,butter,0.6917406,,Dairy & Eggs
705,"TJ’s Shallot, sliced into thin rings",shallot,shallot,0.7740178,,For the Pantry
706,TJ’s Yogurt,yogurt,Strawberry Yogurt O's,0.842173,12 Oz,For the Pantry
707,TJ’s Sri Lankan Organic Mango Chutney,sri lankan mango chutney,Sri Lankan Organic Mango Chutney,0.9999999,8.5 Oz,For the Pantry
708,"TJ’s Peaches (about 6-7 peaches), sliced",peaches,Yellow Peaches,0.837432,2 Lb,Fresh Fruits & Veggies
709,"TJ’s Organic Sugar, depending on the sweetness of the peaches",sugar,sugar,0.7775899,,For the Pantry
710,"TJ’s Just the Clusters Vanilla Almond Granola, lightly crushed",clusters vanilla almond granola,clusters vanilla almond granola,0.6786383,,For the Pantry
711,"TJ’s Salted Butter Quarters, melted",butter quarters,"Butter Quarters, Unsalted",0.99999964,16 Oz,Dairy & Eggs
712,TJ’s Freeze-Dried Strawberries,strawberries,Organic Strawberries 1 Lb,0.9999995,16 Oz,Fresh Fruits & Veggies
713,TJ’s Mascarpone Cheese,mascarpone cheese,Mascarpone,0.8519819,8 Oz,Cheese
714,"TJ’s Organic Cane Sugar, divided",cane sugar,Organic Cane Sugar,0.9999997,2 Lb,For the Pantry
715,TJ’s Chocolate Chip Pain Au Lait,chocolate chip pain au lait,Chocolate Chip Pain Au Lait,0.99999976,9.9 Oz,Bakery
716,TJ’s Matcha Green Tea,matcha green tea,matcha green tea,0.5479436,,Snacks & Sweets
717,TJ’s Sweet Potatoes,sweet potatoes,Organic Sweet Potatoes,1.0000004,3 Lb,Fresh Fruits & Veggies
718,TJ’s Avocado Oil or TJ’s Olive Oil,extra virgin olive oil,"Extra Virgin Olive Oil, Liter",0.99999994,33.8 Fl Oz,For the Pantry
719,TJ’s Sweet & Spicy Pecans,sweet & spicy pecans,Sweet & Spicy Pecans,1.0000002,5 Oz,Snacks & Sweets
720,"TJ’s Eggs and 2 Egg Yolks, whisked together",eggs and egg yolks,eggs and egg yolks,0.5379886,,Dairy & Eggs
721,"TJ’s Cave Aged Switzerland Le Gruyère Cheese, grated",cave aged switzerland le gruyère cheese,Raw Milk Cave Aged Le Gruyère,0.80224335,1 Lb,Cheese
722,"TJ’s Uncured Black Forest Ham, sliced into ½ inch ribbons",uncured black forest ham,uncured black forest ham,0.6838239,,"Meat, Seafood & Plant-Based"
723,"TJ’s Black Pepper, to taste",black pepper,Organic Ground Black Pepper,0.823919,2 Oz,For the Pantry
724,TJ's Lemons (about 2 lemons),lemons,lemons,0.7639488,,Fresh Fruits & Veggies
725,TJ's Garlic,garlic,garlic,0.7989736,,Snacks & Sweets
726,TJ's Organic Arugula,arugula,Organic Arugula,0.99999976,7 Oz,Fresh Fruits & Veggies
727,TJ's Burrata,burrata,Burrata,1.0000002,8 Oz,Cheese
728,"TJ's Glaze, to serve",glaze,Glaze,1.0000005,8.45 Fl Oz,"Dips, Sauces & Dressings"
729,"TJ’s Baby Corn, chopped into thirds",baby corn,Baby Corn,0.9999999,6 Oz,Fresh Fruits & Veggies
730,"TJ’s Organic Heirloom Medley Cherry Tomatoes, sliced in half",heirloom medley cherry tomatoes,heirloom medley cherry tomatoes,0.7047954,,Fresh Fruits & Veggies
731,"TJ’s Avocados, diced",avocados,Organic Avocados 4 count,0.99999976,1 Each,Fresh Fruits & Veggies
732,TJ’s Organic Cilantro,cilantro,cilantro,0.63472193,,"Dips, Sauces & Dressings"
733,TJ’s Crumbled Feta,feta,Crumbled Feta,1.0000001,6 Oz,Cheese
734,TJ’s Smoked Paprika,paprika,Smoked Paprika,0.99999994,2.6 Oz,For the Pantry
735,TJ’s Organic Plain Yogurt,plain yogurt,Plain Whole Milk Greek Yogurt,0.8208825,5.3 Oz,Dairy & Eggs
736,TJ”s Sea Salt,tj ” sea salt,tj ” sea salt,0.5747191,,For the Pantry
737,TJ’s Peri-Peri Sauce,peri-peri sauce,Peri Peri Sauce,0.9743287,6.76 Fl Oz,"Dips, Sauces & Dressings"
738,TJ’s Dutch Yellow Baby Potatoes,dutch yellow baby potatoes,Dutch Yellow Baby Potatoes,1.0000001,24 Oz,Fresh Fruits & Veggies
739,"TJ’s Celery, thinly sliced (about 1 cup total), leaves reserved",celery,celery,0.4353468,,From the Freezer
740,"TJ’s Yellow or Red Bell Pepper, diced",yellow or red bell pepper,yellow or red bell pepper,0.73559785,,Fresh Fruits & Veggies
741,"TJ's Ode to the Classic Potato Chip, for garnish",ode classic potato chip,Ode to the Classic Potato Chip,0.9999997,10 Oz,Snacks & Sweets
742,TJ’s Corn Tortillas (12 in pack),corn tortillas,Corn & Wheat Tortillas,0.91094404,10 Oz,Bakery
